JADIMEXSOMME1|Panneau horizontal en noisetier tressé|Panneau tressé horizontal à utiliser comme clôture de jardin, clôture de pré, treillis, revêtement de mur, ... Pour la fixation de ce panneau, il est conseillé d'utiliser des poteaux en châtaignier, en bois imprégné ou en bois dur.|Cadres RenameClassement2 44|1|../img/import/jadimex/somme.jpg|NON
PANNEAUOSIERGROS120|Panneau en osier gros brins|Diamètre des brins d'osier : 1 à 2 cm<br><br>épaisseur des panneaux : 8 cm<br><br>resistance : +- 10 ans|Cadres RenameClassement2 44|1|../img/import/desindo/osiergros.jpg|NON
PANNEAUOSIERFIN180|Panneau en osier fins brins|Diamètre des brins d'osier : +- 0.5 cm<br><br>épaisseur des panneaux : 4 cm<br><br>resistance : +- 10 ans|Cadres RenameClassement2 44|1|../img/import/desindo/osierfin.jpg|NON
NATTEERICAME100X500X|Natte de bruyère medium (1,5/2 cm), rouleau de +-5 m|Natte de première qualité liée avec des fils en inox. Dune épaisseur de 2 cm, elle possède une très bonne tenue dans le temps.|Produits d'occultation RenameClassement2 30|1|../img/import/desindo/erica.jpg|NON
NATTEESPAGNOLE150X30|Natte de bruyère espagnole (3/4 cm), rouleau de 3 m|Natte de bruyère extra dense liée avec des fils en inox. Dune épaisseur de 3 à 4 cm, elle possède une très bonne tenue dans le temps et une bonne occultation.|Produits d'occultation RenameClassement2 30|1||NON
TOILEBRISEVUE1.5X25|Toile brise-vue verte, 99 %, rouleau de 25 m|Toile verte. Opaque.  Protège du vent, de la vue, de la poussière, du sable.  Tissu épais avec ourlet de renforcement et boutonnières pour faciliter la mise en place.  Convient pour clôtures. Autres hauteurs disponibles.|Produits d'occultation RenameClassement2 30|1|../img/import/divers/brise-vue.jpg|NON
TOILEBRISEVENT2X50|Toile brise-vent verte, 70 %, rouleau de 50 m|Une fois bien tendue, cette toile tient jusqu'à 15 ans. Elle peut être utilisée pour éviter la déshydratation du sol avec le vent, limiter les dégats dûs au gel, limiter la dispersion de semences sauvages. Elle convient également pour une application horizontale comme toile d'ombrage durable.|Produits d'occultation RenameClassement2 30|1||NON
COLORADO100M|Colorado woodlook strip|Le colorado peut être tissé selon votre fantaisie dans les mailles du grillage.  Couper la lamelle à la longueur souhaitée puis fixez la en perforant un trou de +- 3mm et attachez la avec un colson.  <br><br>Cette lamelle d'occultation, souple et universelle se laisse aisément tresser à travers 95% des treillis existants.<br><br>Ces lamelles colorées sont pourvues d'un motif bois.<br><br>Couleurs possibles : noir, gris pastel, anthracite, brun, vert pastel, vert foncé à préciser à la commande.<br><br>http://www.gmp.be/fr/lamelles-de-jardins-haies-artificielles/colorado<br><br>Vidéo de montage : http://www.youtube.com/watch?v=H93VP6z0_So|Produits d'occultation RenameClassement2 30|1|../img/import/gmp/colorado.jpg|OUI
NEVADASUPER153KIT1|Nevada super|Profils en PVC à placer dans les panneaux type Bekafor classic pour occulter.<br><br>Couleurs possibles : bois foncé, bois clair, vert, anthracite.<br><br>Différentes hauteurs possibles : 103,123,153,173,193,203 et 243 cm.<br><br>Il existe un profil de finition en option pour un résultat parfait.<br><br><br><br>http://www.gmp.be/fr/lamelles-de-jardins-haies-artificielles<br>evada-super<br><br>Vidéo de montage : http://www.youtube.com/watch?v=HgR19gR4EGo|Produits d'occultation RenameClassement2 30|1|../img/import/gmp/nevada.jpg;../img/import/gmp/nevada-anthracite.jpg;../img/import/gmp/nevada-bois-clair.jpg|OUI
LOUISIANA152|Louisiana|Lamelles en PVC à placer dans les grillages type pantanet pour occulter. Les lamelles sont pourvues d'un trou à attacher en haut avec un colson par exemple.<br><br>Couleurs possibles : bois foncé, bois clair, vert, noir.<br><br>Différentes hauteurs possibles : 102,122,152,183 et 203 cm.<br><br>Il existe un profil de finition en option pour un résultat parfait.<br><br><br><br>http://www.gmp.be/fr/lamelles-de-jardins-haies-artificielles/louisiana<br><br>Vidéo de montage : http://www.youtube.com/watch?v=kQGXYphPZNg|Produits d'occultation RenameClassement2 30|1|../img/import/gmp/louisiana_noir.jpg;../img/import/gmp/louisiana.jpg|OUI
FLORIDA100|Florida|Lamelles en PVC à placer dans les grillages type plasitor pour occulter. Les lamelles sont pourvues d'un trou à attacher en haut avec un colson par exemple.<br><br>Couleurs possibles : bois foncé, bois clair, vert, noir.<br><br>Différentes hauteurs possibles : 102,122,152,183 et 203 cm.<br><br>Il existe un profil de finition en option pour un résultat parfait.<br><br>Il faut utiliser un profil en U de base.<br><br>http://www.gmp.be/fr/lamelles-de-jardins-haies-artificielles/florida<br><br>Vidéo de montage : http://www.youtube.com/watch?v=xpvx2k-BuoE|Produits d'occultation RenameClassement2 30|1|../img/import/gmp/florida.jpg|OUI
