KITEPDMPRO|Kit EPDM Pro - mastic noir|Mastic noir fort collant pour coller des dalles sur EPDM et pour sceller des joints d'une manière étanche - quantité 1 tube par 4 mètres courants.|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/kitEPDMpro.jpg|NON
ROULETTE|Roulette|Mastic noir fort collant pour coller des dalles sur EPDM et pour sceller des joints d'une manière étanche - quantité 1 tube par 4 mètres courants.|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/roulettesoftgrise.jpg|OUI
APPLICATEUR|Quickscrubber|Le kit comprend 4 applicateurs-tampon pour quickprime plus et 30 éponges.<br>|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/applicateur.jpg;../img/import/distripond/eponge.jpg|OUI
KIT1REPARATION|Sets de réparation|Kits de réparation qui comprennent : <br><br>Kit 1 : 0,20 L de Splice Wash, 0,20 L de QuickPrime Plus, 1 QuickScrubber applicateur, 1 éponge, 1 QuickSeam FormFlash 23 cm X 23 cm, 1 mode d'emploi.<br><br>Kit 2 : 0,80 L Splice Wash, 0,80 L Splice adhesive, 1 brosse, 1 roulette, 1 craie, 1 m² Firestone PondGard, 1 mode d'emplo|Accessoires Firestone RenameClassement2 9|1|../img/import/distripond/kitreparation.jpg|NON
SYSTEMX1000|Pompes à rotor magnétique|Les pompes system x sont utilisées pour les petites pièces d'eau, les systèmes de filtration et petits jets d'eau : cascades, ruisseaux, filtration, circulation, jets d'esau, boules percées.<br><br>Recupel non comprise.<br><br>Garantie de 3 ans à l'exception du rotor.|Pompes RenameClassement2 4|1|../img/import/distripond/systemX1000.jpg;../img/import/distripond/systemX1501.jpg;../img/import/distripond/systemX2500.jpg|OUI
ECOTEC213000|Pompes pour filtres et cascades|Les pompes eco xn sont utilisées pour les cascades, ruisseaux, filtration, circulation.<br><br>Recupel non comprise.<br><br>Garantie de 5 ans à l'exception du rotor.<br><br>Les pompes Eco-tec2 sont encastrables, consommation la plus basse, sans panier de filtration mais avec pied de fixation  pour une installation en dehors de l'étang.|Pompes RenameClassement2 4|1|../img/import/distripond/PompeEcoXN.jpg|OUI
VARIATEUR|Accessoires pour pompes et jets d'eau|Variotronic : variateur de vitesse pour pompe avec moteur asynchrone.<br><br>Il est conseillé de prévoir une pompe un peu trop forte et de régler son débit à l'aide d'un variateur de vitesse.|Pompes RenameClassement2 4|1|../img/import/distripond/variateur.jpg|OUI
AIRFLOW960|Pompes à air et accessoires|Les pompes à air apportent de l'oxygène, élément indispensable pour la vie aquatique.  De plus en hiver, les bulles d'air empêchent la formation de la glace et permettent donc l'échappement des gaz formés par la putréfaction naturelle des feuilles et autres. Les pompes à air sont toujours hors de l'eau, au sec et protégées de la pluie.  Conseil : débit de 50 litres par heure par 1000 litres d'eau.<br>Les aérateurs à piston Medo de la marque Nitto Kohki sont considérés comme les n° 1 des pompes à air. Elles conviennent pour une utilisation en continu.  Ils n'y a pas de membranne dans ces pompes et donc pas de panne d'un coup. Les pompes à air Nitto sont très fiables, robustes et silencieuses.|Pompes RenameClassement2 4|1|;../img/import/distripond/diffuseurboule.jpg;../img/import/distripond/diffuseurcylindre.jpg;../img/import/distripond/pompemedo.jpg;../img/import/distripond/pondair.jpg|OUI
SKIMMERBUSE200|Skimmers|Les skimmers enlèvent les particules de saletés qui flottent sur la surface de l'eau, avec qu'elles ne coulent et polluent l'étang.<br><br>Par l'action de la pompe connectée, un film mince d'eau est aspiré, ce qui porvoque un courant d'eay dans la direction du skimmer.<br><br>Les plus grandes particules sont interceptées par le panier de rétention, les particules plus petites sont dirigées vers le filtre.<br><br>Modèle S100 : pour bassins non plantés avec poissons 8000L, bassins plantés avec poissons 12000L et bassins plantés sans poissons 20000L.  Capacité de pompe recommandée 4500-1000 l/h. Inclus : raccord pratique pour tuyau renforcé 40 mm, Matala soft vert et filtre de rétent|Filtres RenameClassement2 8|1|../img/import/distripond/skimmerbuse.jpg;../img/import/distripond/skimmerflottant.jpg;../img/import/distripond/filtreskimmer.jpg;../img/import/distripond/skimmersatellite.jpg|OUI
DIRTREMOVER|Pré-filtres mécaniques|Les Pond Sieve sont des pré-filtres mécaniques. Pour le premier pas dans le processus de filtration. Les grosses particules comme les feuilles et les restes de nourriture sont séparées par un tamis en inox. Ceci est important pour diminuer le plus possible la charge de pollution dans les masses filtrantes biologiques.<br><br>Pond sieve 2 : 565x495x759mm, tamis: 445x400mm, 2 entrées de110 mm, 2 sorties de 63mm, couvercle et vanne à bille compris.<br><br>Le Dirt remover est un tube métallique pour enlever la boue en dessous dun marais filtrant avec zone vide.|Filtres RenameClassement2 8|1|../img/import/distripond/DirtRemover.jpg;../img/import/distripond/PondSieve.jpg|OUI
FILTRECASCADE|Filtres à chambres|Les filtres cascades sont la combinaison d'une filtration mécanique (tapis matala) et d'une purification biologique grâce aux bactéries utiles qui poussent sur les tapis matala et le minéral filtrant Clinopti plus.<br><br>Filtre cascade pond technics : pour bassins non plantés avec poissons 5500 L, bassins plantés avec poissons 8000 L et bassins plantés sans poissons 13000 L. Capacité de pompe recommandée 3000 - 4500 l/h. Avec raccord pratique pour tuyau renforcé 40 mm, sortie buse 110 mm, matala soft vert et bleu, clinopti plus.|Filtres RenameClassement2 8|1|../img/import/distripond/filtrecascade.jpg|OUI
FILTREDELTA15000|Filtres multichambres en polyester|Les filtres cascades sont la combinaison d'une filtration mécanique (tapis matala) et d'une purification biologique grâce aux bactéries utiles qui poussent sur les tapis matala et le minéral filtrant Clinopti plus.<br><br>Filtre cascade pond technics : pour bassins non plantés avec poissons 5500 L, bassins plantés avec poissons 8000 L et bassins plantés sans poissons 13000 L. Capacité de pompe recommandée 3000 - 4500 l/h. Avec raccord pratique pour tuyau renforcé 40 mm, sortie buse 110 mm, matala soft vert et bleu.<br><br>Dans les filtres multichambres, la durée de passage est prolongée. Modèle 15000 pour bassins plantés avec poissons de 15000 L, 4 chambres.  Inclus : set de raccordement, 8 brosses, 5 matala 30x50 cm|Filtres RenameClassement2 8|1|../img/import/distripond/Delta15000.jpg|OUI
VIVIOPRESS12000|Filtres à pression|Filtre à pression VivioPress : Deux modèles destinés aux pièces d'eau de taille petite et moyenne. Équipés d'un puissant système UV-c intégré ainsi que d'un indicateur de flux, d'un indicateur d'encrassement et d'un indicateur de surpression. Grâce au système backwash, ces filtres sont faciles à nettoyer. Installation aisée, mise en terre partielle possible.<br><br>4 W par m³|Filtres RenameClassement2 8|1|../img/import/distripond/viviopress.jpg|OUI
APPAREILUVC40W|Appareil UVC|Les appareils UVC abîment la structure du noyau des algues et bactéries présentes dans l'eau.  Leur prolifération est arrêtée.|Filtres RenameClassement2 8|1|../img/import/distripond/UVCpondclean40_75.jpg|OUI
GRILLEDECANT|Grilles de décantation|Ces grilles solides en matière synthétique vous donnent la possibilité de prévoir un "backwash" pour vos marais filtrants.  On crée une zone de vide en dessous du marais.  Les substrats avec les plantes reposent sur ces grilles perforées.<br><br>Les grilles sont reliées entre elles à l'aide d'un système clips et de lattes T portantes en polyester.|Filtres RenameClassement2 8|1|../img/import/distripond/grilledecantation.jpg;../img/import/distripond/profilTgrille.jpg|OUI
