ECOSEMPRAIRIEFLEUR25|Prairie fleurie - Ecosem (avec graminées)|Mélange despèces sauvages pour embellir vos prairies, talus et rond-points.<br><br>Ce mélange comprend une base de graminées, 30 % de fleurs sauvages dont 5 % d'annuelles qui garantissent la floraison dès la première année. La pérennité du mélange est bien supérieure à 5 ans.  Elle dépendra de la bonne mise en oeuvre et de l'entretien. La dose de semis recommandée est de 5 g/m². <br> <br><a target='frmPDF' href='/documents/ecosem.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/ecosem/prairie_fleurie.jpg|NON
ECOSEMFLEURSPURES250|Fleurs sauvages pures Ecosem - sans graminées|Mélange de fleurs sauvages annuelles, bisannuelles et vivaces. La pérennité est de 5 ans et la densité de semis est de 2,5 g/m². <br> <br><a target='frmPDF' href='/documents/ecosem.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/ecosem/annuel.jpg|NON
ECOSEMVERGERINTE250|Verger intégré - Ecosem (sans graminées)|Mélange spécialement conçu pour favoriser la lutte intégrée dans les vergers de productions.  Il est composé uniquement de fleurs sauvages annuelles, bisannuelles et vivaces. La pérennité du mélange est de maximum 5 ans. La densité de semis recommandée est de 2,5 g/m². <br> <br><a target='frmPDF' href='/documents/ecosem.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/ecosem/verge.jpg|NON
TEZIERJOURDEFETE400G|Jour de Fête - Tézier|Mélange de fleurs annuelles d'une hauteur moyenne de 100 cm. La floraison débute 6 à 8 semaines après le semis pour finir en octobre (jusqu'aux premières gelées).  Ce mélange offre un très bon couvert végétal et est composé de variétés remontantes.  La dose de semis est de 1 boîte pour 5 ares. Sur commande, le mélange est disponible en sacs de 4 kg. <br> <br><a target='frmPDF' href='/documents/semences_fleurs.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/tesier/jourfete.jpg|NON
TEZIERDOUCEFRANCE400|Douce France - Tézier|Mélange bas (50 cm) de fleurs annuelles. La floraison commence 5 à 6 semaines après le semis et ne s'arrête qu'aux gelées d'automne. Ce mélange est intéressant aux endroits où il faut ménager une bonne visibilité des automobilistes. Il est résistant à la sécheresse. La dose de semis est de 1 boîte pour 5 ares.  Sur commande, le mélange est disponible en sacs de 4 kg. <br> <br><a target='frmPDF' href='/documents/semences_fleurs.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/tesier/douce.jpg|NON
TEZIERMELLIFERE400G|Fleurs Mellifères - Tézier|Très beau mélange d'annuelles de 100 cm composé de nombreuses espèces dont le caractère nectarifère et pollinifère est avéré.  Les espèces présentes sont nombreuses et permettent un échelonnement de la floraison de fin mai à fin octobre.  La dose de semis est de 1 boîte pour 5 ares. <br> <br><a target='frmPDF' href='/documents/semences_fleurs.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/tesier/melifere.jpg|NON
TEZIEREUROFLORSOP|Fleurs pluriannuelles - Tézier|Mélange  haut 50-70cm de 50% annuelles et 50% vivaces. Dose : 5g/m² <br> <br><a target='frmPDF' href='/documents/semences_fleurs.pdf'>Description détaillée (format pdf)</a>|Fleurs sauvages et cultivées RenameClassement2 59|3|../img/import/tesier/soprano.jpg;../img/import/tesier/tenor.jpg|NON
DICOPLUSPRO|Dicoplus Pro - herbicide sélectif gazon (dicotylées déjà développées)|Granulés solubles dans l'eau.  Désherbant séléctif des gazons. La dose d'utilisation est de 1,5 kg/ha.   Actif sur de nombreuses dicotylédones, rapide, utilisable sur jeunes gazons, utilisable dès 5°C sur les mauvaises herbes. Matières actives : Carfentrazone-éthyl + mecoprop-p.  Agréation : 9655/B. <br> <br><a target='frmPDF' href='/documents/dicoplus.pdf'>Description détaillée (format pdf)</a>|Désherbants RenameClassement2 26|2|../img/import/phyto/dicopluspro.jpg|NON
BOFIX2L|Bofix - herbicide sélectif gazon (dicotylées déjà développées)|Herbicide sélectif contre les dicotylées en gazons et prairies. La dose d'utilisation en jeune gazon est de 40 cc/10 L /are et sur gazon de plus d'un an de 60 cc/10 L/ 100 m².   La température minimale d'application est de 13°C. Matières actives : Fluroxypyr + clopyralid + MCPA. Agréation : 8171/B. Lire attentivement l'étiquette avant l'emploi. <br> <br><a target='frmPDF' href='/documents/bofix.pdf'>Description détaillée (format pdf)</a>|Désherbants RenameClassement2 26|2|../img/import/phyto/bofix.jpg|NON
ZAPPER5L|Zapper- herbicide total|Herbicide total à longue rémanence pour sols perméables. Combat les mauvaises herbes présentes et garde le sol propre longtemps.   La température maximale d'utilisation est de 25°C et la dose à appliquer est de 10 L/ha. Matières actives : diflufénican + glyphosate. Agréation : 9170/B. Lire attentivement l'étiquette avant l'emploi. <br> <br><a target='frmPDF' href='/documents/zapper.pdf'>Description détaillée (format pdf)</a>|Désherbants RenameClassement2 26|2|../img/import/phyto/zapper.jpg|NON
