PYRAMIDE7/7|Ornement de piquet|Ornement pour piquet en sapin impregné vert, différents modèles.|Accessoires pour produits en bois RenameClassement2 18|1|../img/import/desindo/ornement.jpg|NON
REISSERVISATTACHE|Vis Reisser|Vis acier trempé zingué jaune pour la fixation des attaches en L pour cadres.|Accessoires pour produits en bois RenameClassement2 18|1|../img/import/visserie/vis.jpg|NON
WURTHTUBEGRAISSE|Vis Wurth|Nous vous proposons des vis inox autoforantes pour bois durs permettant de visser en une seule opération.  L'embout de vissage est à part ainsi que le tube de graisse cuivrée à base de silicones pour graisser les vis qui doivent pouvoir être démontées dans les bois durs.|Accessoires pour produits en bois RenameClassement2 18|1||NON
REISSERBOABOISM10*20|Boulons Reisser|Boulon à bois en acier zingué bleu avec écrou. Pour consolider vos retenues de terres en planches, palplanches ou billes.|Accessoires pour produits en bois RenameClassement2 18|1||NON
WURTHFORETDIA8L120|Foret, mèche et fraise Wurth|Foret hélicoïdal, avec pointe de centrage et deux pointes coupantes. Déchirement du trou de perçage exclu. Est particulièrement adapté pour des bois durs et des panneaux d'agglomérés.<br>Mèche à bois plate type 2000 , perce deux fois plus vite.  Pointe avec micro rainure pour un début de perçage facile. <br>La fraise se fixe sur la mèche pour permettre le perçage et le fraisage en une seule opération, elle sert aussi  à régler la profondeur de perçage.|Accessoires pour produits en bois RenameClassement2 18|1||NON
POINTESARDOISES3X30|Pointes galvanisées ardoises 3 x 25|Clous d'ardoisiers galvanisés pour les assemblages des tuteurs et des ligatures.|Accessoires pour produits en bois RenameClassement2 18|1|../img/import/divers/pointesardoises.jpg|NON
COLLIERBIPODE|Collier bipode Végéfix|Le collier bipode Végéfix® est spécialement développé et étudié pour maintenir un arbre quand le système de tuteurage est composé de 2 pieux distants, reliés entre eux par une planchette ou un demi rondin. La planchette passant au plus près du tronc.<br><br>Il est livré avec 2 vis de penture zinguées diamètre 6mm, longueur 30mm.<br><br>Sa conception lui permet de fixer un arbre dune force maximale de 20/25.<br><br>Un coussinet épais protège larbre du frottement sur la planchette.<br><br>Il est fabriqué en PVC souple recyclé pour ne pas abîmer lécorce. <br> <br><a target='frmPDF' href='/documents/collierbipode.pdf'>Description détaillée (format pdf)</a>|Systèmes de fixation RenameClassement2 2;Accueil|1|../img/import/ligatures/collierbipode.jpg|OUI
SANGLEJUTE|Sangle de jute|La sangle de jute Végéfix® est 100% végétale et 100% biodégradable. Elle permet le tuteurage des arbres quils soient quadripodes, tripodes ou monopodes.<br><br>Large (5cm) et résistante elle se fait discrète par sa couleur naturelle.<br><br>Elle est vendue en rouleau de 100 mètres environ. Sa dégradabilité varie de 2 à 3 ans suivant les conditions atmosphériques.<br><br>Afin dobtenir un résultat optimal nous vous conseillons de doubler ou tripler lépaisseur. <br> <br><a target='frmPDF' href='/documents/Sanglejute.pdf'>Description détaillée (format pdf)</a>|Systèmes de fixation RenameClassement2 2;Accueil|1|../img/import/ligatures/sanglejute.jpg|OUI
CORDECOCO|Corde coco Végéfix|La corde pour tuteurage Végéfix® est constituée de fibres longues de coco (entre 100 et 200mm).<br><br>Elle est 100% végétale et 100% biodégradable. Tressée de 3 torons, son diamètre est de 17mm (+/-1).<br><br>Les bobines ont une longueur denviron 100 mètres pour un poids de 5,3 kg. Leur dégradabilité varie de 2 à 3 ans suivant les conditions atmosphériques. Elles contiennent moins de 10% dimpureté et moins de 15% de moisissure. <br> <br><a target='frmPDF' href='/documents/cordecoco.pdf'>Description détaillée (format pdf)</a>|Systèmes de fixation RenameClassement2 2;Accueil|1|../img/import/ligatures/cordecoco.jpg|OUI
LIGSELFIX|Selfix - ligature autoliante|Collier chaînette en caoutchouc recyclé. Pour des ligatures en forme de 8.<br>|Systèmes de fixation RenameClassement2 2|1|../img/import/ligatures/selfix.jpg|NON
